ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,SourceWord,TargetWord
peach-colexifies-steal-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,0,,,,,
peach-colexifies-steal-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,0,,,,,
peach-colexifies-steal-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,0,,,,,
peach-colexifies-steal-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
peach-colexifies-steal-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
peach-colexifies-steal-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
peach-colexifies-lightignite-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,1,,,,,
peach-colexifies-lightignite-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,0,,,,,
peach-colexifies-lightignite-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,0,,,,,
peach-colexifies-lightignite-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,0,,,,,
peach-colexifies-lightignite-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,0,,,,,
peach-colexifies-lightignite-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,0,,,,,
peach-colexifies-lightignite-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
peach-colexifies-lightignite-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
peach-colexifies-lightignite-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
grass-colexifies-stirfry-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,1,,,,,
grass-colexifies-stirfry-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,1,,,,,
grass-colexifies-stirfry-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,1,,,,,
grass-colexifies-stirfry-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,1,,,,,
grass-colexifies-stirfry-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,1,,,,,
grass-colexifies-stirfry-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,1,,,,,
grass-colexifies-stirfry-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,1,,,,,
grass-colexifies-stirfry-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
grass-colexifies-stirfry-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
grass-colexifies-early-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,1,,,,,
grass-colexifies-early-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,0,,,,,
grass-colexifies-early-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,0,,,,,
grass-colexifies-early-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,0,,,,,
grass-colexifies-early-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,0,,,,,
grass-colexifies-early-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
grass-colexifies-early-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
grass-colexifies-early-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
grass-colexifies-early-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,0,,,,,
stirfry-colexifies-early-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,1,,,,,
stirfry-colexifies-early-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,0,,,,,
stirfry-colexifies-early-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,0,,,,,
stirfry-colexifies-early-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,0,,,,,
stirfry-colexifies-early-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,0,,,,,
stirfry-colexifies-early-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
stirfry-colexifies-early-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
stirfry-colexifies-early-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
stirfry-colexifies-early-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,0,,,,,
mushroom-colexifies-first-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,1,,,,,
mushroom-colexifies-first-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,0,,,,,
mushroom-colexifies-first-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,0,,,,,
mushroom-colexifies-first-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,0,,,,,
mushroom-colexifies-first-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,0,,,,,
mushroom-colexifies-first-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
mushroom-colexifies-first-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
mushroom-colexifies-first-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
mushroom-colexifies-first-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,0,,,,,
seed-colexifies-alcoholfermenteddrink-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,1,,,,,
seed-colexifies-alcoholfermenteddrink-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,1,,,,,
seed-colexifies-alcoholfermenteddrink-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,1,,,,,
seed-colexifies-alcoholfermenteddrink-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,1,,,,,
seed-colexifies-alcoholfermenteddrink-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,0,,,,,
seed-colexifies-alcoholfermenteddrink-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,0,,,,,
seed-colexifies-alcoholfermenteddrink-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
seed-colexifies-alcoholfermenteddrink-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
seed-colexifies-alcoholfermenteddrink-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,0,,,,,
seed-colexifies-heavy-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,1,,,,,
seed-colexifies-heavy-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,1,,,,,
seed-colexifies-heavy-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,1,,,,,
seed-colexifies-heavy-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,1,,,,,
